pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
AU Mic b,AU Mic,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,8.46308000000,0.00006000000,-0.00006000000,0,0.0649000000,0.0012000000,-0.0012000000,0,3.95677019,0.14571675,-0.14571675,0,0.35300000,0.01300000,-0.01300000,0,20.10000,2.1000,2.1000,0,0.063,0.006,0.006,0,Mass,0.005770,0.001010,-0.001010,0,21.2000,2.5000,-2.4000,0,600.00,17.00,-16.00,0,1,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.00,90.00,-88.00,0,0.744000,0.023000,-0.021000,0,0.510000,0.028000,-0.027000,0,0.2300,0.2400,-0.3000,0,[Fe/H],4.404000,0.026000,-0.031000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,0.00462500,-0.00462500,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2024-09-28,2023-12,2024-09-28
AU Mic c,AU Mic,1,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,18.85969000000,0.00008000000,-0.00008000000,0,0.1108000000,0.0020000000,-0.0020000000,0,2.52202066,0.24659758,-0.24659758,0,0.22500000,0.02200000,-0.02200000,0,20.0000,2.000,2.000,0,0.063,0.006,0.006,0,Mass,0.003380,0.001640,-0.001640,0,7.3000,0.9000,-0.8000,0,459.00,13.00,-12.00,0,0,<a refstr=WITTROCK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..232W/abstract target=ref>Wittrock et al. 2023</a>,,3678.00,90.00,-88.00,0,0.744000,0.023000,-0.021000,0,0.510000,0.028000,-0.027000,0,0.2300,0.2400,-0.3000,0,[Fe/H],4.404000,0.026000,-0.031000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.72210000,0.00462500,-0.00462500,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2024-09-28,2023-12,2024-09-28
BD+05 4868 A b,BD+05 4868 A,1,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HON_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250105431H/abstract target=ref>Hon et al. 2025</a>,1.27186900000,0.00000100000,-0.00000100000,0,0.0208000000,0.0003000000,-0.0003000000,0,,,,,,,,,6.20000000,,,1,0.01950738,,,1,Mass,,,,,,,,,1820.00,45.00,-45.00,0,0,<a refstr=HON_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250105431H/abstract target=ref>Hon et al. 2025</a>,K V,4596.00,65.00,-64.00,0,0.690000,0.020000,-0.020000,0,0.700000,0.020000,-0.020000,0,-0.0500,0.0800,-0.0500,0,[Fe/H],4.600000,0.030000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h47m26.74s,326.8614036,+06d36m19.15s,6.6053185,43.56870000,0.09750000,-0.09710000,10.1580000,0.0100000,-0.0100000,7.4480000,0.0260000,-0.0260000,9.8415200,0.0004760,-0.0004760,2025-03-21,2025-01,2025-03-21
BD-14 3065 b,BD-14 3065 A,1,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,4.28897310000,0.00000520000,-0.00000520000,0,0.0656000000,0.0026000000,-0.0026000000,0,21.59000000,1.05000000,-1.05000000,0,1.92600000,0.09400000,-0.09400000,0,3932.00000000,290.00000000,-280.00000000,0,12.37000000,0.92000000,-0.87000000,0,Mass,0.066000,0.009800,-0.011000,0,,,,,2001.00,31.00,-31.00,0,0,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,,6935.00,90.00,-90.00,0,2.350000,0.080000,-0.080000,0,1.410000,0.050000,-0.050000,0,-0.3400,0.0500,-0.0500,0,[Fe/H],3.850000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.42300000,16.59900000,-15.72900000,11.1000000,0.0130000,-0.0130000,9.9320000,0.0260000,-0.0260000,10.9100000,0.0016170,-0.0016170,2024-06-25,2024-03,2024-06-25
DS Tuc A b,DS Tuc A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,8.13826800000,0.00001100000,-0.00001100000,0,,,,,5.70000000,0.17000000,-0.17000000,0,0.50851994,0.01516638,-0.01516638,0,20.0000,5.000,5.000,0,0.063,0.01,0.01,0,Mass,0.000000,,,0,,,,,850.00,,,0,0,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,G6 V,5428.00,80.00,-80.00,0,0.964000,0.029000,-0.029000,0,1.010000,0.060000,-0.060000,0,0.0000,,,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.06220000,0.06930000,-0.06910000,8.1700000,0.0300000,-0.0300000,6.6760000,0.0340000,-0.0340000,8.3192600,0.0010250,-0.0010250,2019-07-03,2019-07,2019-07-11
GJ 1252 b,GJ 1252,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.51823310000,0.00000840000,-0.00000840000,0,,,,,1.19300000,0.07400000,-0.07400000,0,0.10643251,0.00660185,-0.00660185,0,1.32000000,0.28000000,-0.28000000,0,0.00415318,0.00088098,-0.00088098,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458.00,140.00,-133.00,0,0.391000,0.020000,-0.020000,0,0.381000,0.019000,-0.019000,0,0.1000,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.37300000,0.01920000,-0.01920000,12.6800000,0.2000000,-0.2000000,7.9150000,0.0230000,-0.0230000,11.2364000,0.0008060,-0.0008060,2023-07-10,2022-09,2023-07-10
GJ 143 b,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,35.61253000000,0.00060000000,-0.00062000000,0,0.1915000000,0.0058000000,-0.0063000000,0,2.61000000,0.17000000,-0.16000000,0,0.23284860,0.01516638,-0.01427424,0,22.70000000,2.20000000,-1.90000000,0,0.07142183,0.00692194,-0.00597804,0,Mass,0.188000,0.076000,-0.078000,0,,,,,422.00,15.00,-14.00,0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.00,100.00,-100.00,0,0.695000,0.030000,-0.030000,0,0.730000,0.070000,-0.070000,0,0.0030,0.0600,-0.0600,0,[Fe/H],4.613000,0.052000,-0.061000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.32000000,0.00710000,-0.00710000,8.0800000,0.0300000,-0.0300000,5.3750000,0.0240000,-0.0240000,7.6790600,0.0002600,-0.0002600,2019-04-22,2019-04,2019-04-25
GJ 238 b,GJ 238,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,1.74469990000,0.00000190000,-0.00000180000,0,0.0212300000,0.0001600000,-0.0001700000,0,0.56600000,0.01400000,-0.01400000,0,0.05049522,0.00124900,-0.00124900,0,,,,,,,,,,,,,,,,,,758.00,16.00,-15.00,0,0,<a refstr=TEY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..283T/abstract target=ref>Tey et al. 2024</a>,M2.5 V,3485.00,140.00,-140.00,0,0.431400,0.007500,-0.007100,0,0.419300,0.009500,-0.009800,0,0.1500,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316,15.21420000,0.00710000,-0.00720000,11.6200000,0.1000000,-0.1000000,7.0300000,0.0230000,-0.0230000,10.5294000,0.0004630,-0.0004630,2024-08-07,2024-06,2024-08-07
GJ 3090 b,GJ 3090,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.85310540000,0.00000230000,-0.00000230000,0,0.0316500000,0.0002700000,-0.0002700000,0,2.13000000,0.11000000,-0.11000000,0,0.19002620,0.00981356,-0.00981356,0,3.34000000,0.72000000,-0.72000000,0,0.01050882,0.00226537,-0.00226537,0,Mass,0.320000,,,1,,,,,693.00,18.00,-18.00,0,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556.00,70.00,-70.00,0,0.516000,0.016000,-0.016000,0,0.519000,0.013000,-0.013000,0,-0.0600,0.1200,-0.1200,0,[Fe/H],4.727000,0.029000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234,22.47510000,0.02605000,-0.02605000,11.4030000,0.0260000,-0.0260000,7.2940000,0.0260000,-0.0260000,10.5521000,0.0009380,-0.0009380,2023-11-28,2022-07,2023-11-28
GJ 341 b,GJ 341,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DITOMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...979..214D/abstract target=ref>DiTomasso et al. 2025</a>,7.57686000000,0.00003400000,-0.00002000000,0,,,,,0.88000000,0.05000000,-0.05000000,0,0.07850848,0.00446071,-0.00446071,0,4.00000000,,,1,0.01258541,,,1,Mass,0.000000,,,0,13.8000,5.9000,-3.7000,0,,,,,0,<a refstr=DITOMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...979..214D/abstract target=ref>DiTomasso et al. 2025</a>,M1,3770.00,40.00,-40.00,0,0.506600,0.016900,-0.017200,0,0.480000,0.030000,-0.030000,0,-0.1600,0.0900,-0.0900,0,[Fe/H],4.720000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m35.85s,140.3993759,-60d16m52.21s,-60.2811692,10.45400000,0.00315000,-0.00315000,9.4900000,0.1000000,-0.1000000,5.5870000,0.0210000,-0.0210000,8.6753800,0.0005590,-0.0005590,2025-02-25,2025-02,2025-02-25
GJ 3473 b,GJ 3473,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,1.19800350000,0.00000180000,-0.00000190000,0,0.0158900000,0.0006200000,-0.0006200000,0,1.26400000,0.05000000,-0.04900000,0,0.11276653,0.00446070,-0.00437149,0,1.86000000,0.30000000,-0.30000000,0,0.00585219,0.00094390,-0.00094390,0,Mass,0.000000,,,0,59.4000,5.0000,-4.5000,0,773.00,16.00,-15.00,0,0,<a refstr=KEMMER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.236K/abstract target=ref>Kemmer et al. 2020</a>,,3347.00,54.00,-54.00,0,0.364000,0.012000,-0.012000,0,0.360000,0.016000,-0.016000,0,0.1100,0.1900,-0.1900,0,[Fe/H],4.810000,0.060000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629,27.36440000,0.03760000,-0.03760000,13.7400000,0.0270000,-0.0270000,8.8290010,0.0240000,-0.0240000,12.4650000,0.0003430,-0.0003430,2020-10-16,2020-10,2020-10-22
GJ 357 b,GJ 357,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,3.93060000000,0.00000200000,-0.00000200000,0,0.0360000000,0.0004000000,-0.0004000000,0,1.20000000,0.06000000,-0.06000000,0,0.10705701,0.00535285,-0.00535285,0,,,,,,,,,,,,,,,,,,518.00,44.00,-44.00,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M2.5 V,3505.00,51.00,-51.00,0,0.337000,0.015000,-0.015000,0,0.342000,0.011000,-0.011000,0,-0.1200,0.1600,-0.1600,0,[Fe/H],4.940000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634,9.44181000,0.00511000,-0.00511000,10.9100000,0.1000000,-0.1000000,6.4750000,0.0170000,-0.0170000,9.8803600,0.0014400,-0.0014400,2023-08-22,2023-03,2023-08-22
GJ 367 b,GJ 367,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,0.32192250000,0.00000020000,-0.00000020000,0,0.0070900000,0.0002700000,-0.0002700000,0,0.69900000,0.02400000,-0.02400000,0,0.06236071,0.00214114,-0.00214114,0,0.63300000,0.05000000,-0.05000000,0,0.00199164,0.00015732,-0.00015732,0,Mass,0.060000,0.070000,-0.040000,0,579.0000,57.0000,-52.0000,0,1365.00,32.00,-32.00,0,0,<a refstr=GOFFO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230709181G/abstract target=ref>Goffo et al. 2023</a>,M1.0 V,3522.00,70.00,-70.00,0,0.458000,0.013000,-0.013000,0,0.455000,0.011000,-0.011000,0,-0.0100,0.1200,-0.1200,0,[Fe/H],4.776000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165,9.41263000,0.00283500,-0.00283500,10.1530000,0.0440000,-0.0440000,5.7800000,0.0200000,-0.0200000,9.1515900,0.0006500,-0.0006500,2023-08-10,2023-07,2023-08-10
GJ 3929 b,GJ 3929,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,2.61623500000,0.00000500000,-0.00000500000,0,0.0252000000,0.0005000000,-0.0005000000,0,1.09000000,0.04000000,-0.04000000,0,0.09724345,0.00356857,-0.00356857,0,1.75000000,0.44000000,-0.45000000,0,0.00550612,0.00138439,-0.00141586,0,Mass,0.000000,,,0,17.3000,0.7000,-0.7000,0,568.00,6.00,-6.00,0,0,<a refstr=BEARD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220710672B/abstract target=ref>Beard et al. 2022</a>,,3384.00,88.00,-88.00,0,0.320000,0.010000,-0.010000,0,0.313000,0.027000,-0.022000,0,-0.0200,0.1200,-0.1200,0,[Fe/H],4.890000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m18.62s,239.5775678,+35d24m29.21s,35.4081141,15.80950000,0.00960000,-0.00950000,12.6750000,0.0230000,-0.0230000,7.8690000,0.0200000,-0.0200000,11.5109000,0.0006810,-0.0006810,2022-08-01,2022-07,2022-08-01
GJ 806 b,GJ 806,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,0.92632370000,0.00000090000,-0.00000090000,0,0.0140600000,0.0003000000,-0.0003000000,0,1.33100000,0.02300000,-0.02300000,0,0.11874407,0.00205193,-0.00205193,0,1.90000000,0.17000000,-0.17000000,0,0.00597807,0.00053488,-0.00053488,0,Mass,,,,,130.0000,6.0000,-6.0000,0,940.00,10.00,-10.00,0,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,M1.5 V,3600.00,16.00,-16.00,0,0.414400,0.003800,-0.003800,0,0.413000,0.011000,-0.011000,0,-0.2800,0.0700,-0.0700,0,[Fe/H],4.980000,0.120000,-0.120000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m04.73s,311.2697002,+44d30m00.85s,44.5002351,12.04450000,0.00435000,-0.00435000,10.7900000,0.1000000,-0.1000000,6.5330000,0.0160000,-0.0160000,9.8246100,0.0007590,-0.0007590,2023-11-28,2023-10,2023-11-28
Gliese 12 b,Gliese 12,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,12.76140800000,0.00005000000,-0.00005000000,0,0.0668000000,0.0024000000,-0.0024000000,0,0.95800000,0.04600000,-0.04800000,0,0.08546718,0.00410385,-0.00428228,0,3.87000000,,,1,0.01217638,,,1,Mass,0.500000,,,1,1.6200,0.1300,-0.1100,0,314.60,6.00,-5.40,0,0,<a refstr=KUZUHARA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...967L..21K/abstract target=ref>Kuzuhara et al. 2024</a>,M3.0 V,3296.00,48.00,-36.00,0,0.261700,0.005800,-0.007000,0,0.241400,0.006000,-0.006000,0,-0.3200,0.0600,-0.0600,0,[Fe/H],5.210000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,12.21000000,0.01305000,-0.01305000,12.6000000,0.0420000,-0.0420000,7.8070000,0.0200000,-0.0200000,11.3963000,0.0017560,-0.0017560,2024-05-21,2024-06,2024-05-21
HD 101581 b,HIP 56998,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUNIMOTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...47K/abstract target=ref>Kunimoto et al. 2025</a>,4.46569000000,0.00029000000,-0.00032000000,0,0.0460000000,0.0007000000,-0.0007000000,0,0.95600000,0.06100000,-0.06300000,0,0.08528875,0.00544206,-0.00562049,0,,,,,,,,,,,,,,80.0000,9.0000,-8.0000,0,834.00,23.00,-23.00,0,0,<a refstr=KUNIMOTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...47K/abstract target=ref>Kunimoto et al. 2025</a>,,4675.00,53.00,-53.00,0,0.630000,0.027000,-0.027000,0,0.653000,0.028000,-0.028000,0,-0.3430,0.0590,-0.0590,0,[Fe/H],4.654000,0.057000,-0.057000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h41m01.51s,175.2563039,-44d24m14.93s,-44.4041485,12.77810000,0.01140000,-0.01140000,7.7700000,0.0300000,-0.0300000,5.1010000,0.0160000,-0.0160000,7.3839900,0.0002810,-0.0002810,2025-01-22,2025-01,2025-01-22
HD 101581 c,HIP 56998,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUNIMOTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...47K/abstract target=ref>Kunimoto et al. 2025</a>,6.20401000000,0.00054000000,-0.00044000000,0,0.0573000000,0.0009000000,-0.0009000000,0,0.99000000,0.07000000,-0.07000000,0,0.08832204,0.00624499,-0.00624499,0,,,,,,,,,,,,,,52.0000,6.0000,-5.0000,0,747.00,21.00,-20.00,0,0,<a refstr=KUNIMOTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...47K/abstract target=ref>Kunimoto et al. 2025</a>,,4675.00,53.00,-53.00,0,0.630000,0.027000,-0.027000,0,0.653000,0.028000,-0.028000,0,-0.3430,0.0590,-0.0590,0,[Fe/H],4.654000,0.057000,-0.057000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h41m01.51s,175.2563039,-44d24m14.93s,-44.4041485,12.77810000,0.01140000,-0.01140000,7.7700000,0.0300000,-0.0300000,5.1010000,0.0160000,-0.0160000,7.3839900,0.0002810,-0.0002810,2025-01-22,2025-01,2025-01-22
HD 108236 b,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,3.79596300000,0.00002500000,-0.00003400000,0,0.0452700000,0.0009600000,-0.0008800000,0,1.61500000,0.05100000,-0.05100000,0,0.14408065,0.00454992,-0.00454992,0,,,,,,,,,,0.045000,0.039000,-0.033000,0,,,,,,,,,1,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,,5660.00,61.00,-61.00,0,0.877000,0.008000,-0.008000,0,0.869000,0.050000,-0.048000,0,-0.2800,0.0400,-0.0400,0,[Fe/H],4.490000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.59780000,0.19430000,-0.19320000,9.2500000,0.0300000,-0.0300000,7.6370000,0.0310000,-0.0310000,9.0874500,0.0001570,-0.0001570,2021-01-21,2021-02,2021-01-28
HD 108236 c,HD 108236,1,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,6.20344900000,0.00004900000,-0.00004600000,0,0.0620000000,0.0012000000,-0.0012000000,0,2.07100000,0.05200000,-0.05200000,0,0.18476224,0.00463913,-0.00463913,0,,,,,,,,,,0.034000,0.042000,-0.025000,0,,,,,,,,,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,,5660.00,61.00,-61.00,0,0.877000,0.008000,-0.008000,0,0.869000,0.050000,-0.048000,0,-0.2800,0.0400,-0.0400,0,[Fe/H],4.490000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.59780000,0.19430000,-0.19320000,9.2500000,0.0300000,-0.0300000,7.6370000,0.0310000,-0.0310000,9.0874500,0.0001570,-0.0001570,2021-01-21,2021-02,2021-01-28
