pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,38.35303700000,0.00006000000,-0.00006000000,0,0.2132000000,0.0065000000,-0.0061000000,0,2.99500000,0.07000000,-0.07000000,0,0.26719646,0.00624499,-0.00624499,0,2.80000000,0.60000000,-0.60000000,0,0.00880979,0.00188781,-0.00188781,0,Mass,0.031000,0.018000,-0.012000,0,14.3000,1.0000,-1.0000,0,540.00,11.00,-11.00,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,100.00,-100.00,0,0.940000,0.020000,-0.020000,0,0.810000,0.040000,-0.040000,0,-0.1500,0.0600,-0.0600,0,[Fe/H],4.300000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.60890000,0.07330000,-0.07310000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000,8.7747600,0.0002380,-0.0002380,2022-11-14,2022-11,2022-11-14
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.30895800000,0.00008300000,-0.00008300000,0,0.0520800000,0.0006400000,-0.0006800000,0,17.31790500,0.58286800,-0.67254000,0,1.54500000,0.05200000,-0.06000000,0,323.23311000,22.24810000,-21.61244000,0,1.01700000,0.07000000,-0.06800000,0,Mass,0.038000,0.042000,-0.027000,0,3440.0000,184.0000,-191.0000,0,2132.00,28.00,-30.00,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272.00,77.00,-71.00,0,2.591000,0.078000,-0.093000,0,1.720000,0.064000,-0.066000,0,0.3000,0.0600,-0.0600,0,[Fe/H],3.848000,0.030000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.49800000,2.45900000,-2.38800000,8.3240000,0.0020000,-0.0020000,6.9590000,0.0240000,-0.0240000,8.2268800,0.0007350,-0.0007350,2019-01-28,2019-02,2019-01-31
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.92611800000,0.00005000000,-0.00004300000,0,0.0180000000,0.0003000000,-0.0003000000,0,1.72000000,0.07000000,-0.07000000,0,0.15344839,0.00624499,-0.00624499,0,7.42000000,1.09000000,-1.09000000,0,0.02334593,0.00342952,-0.00342952,0,Mass,0.000000,,,0,3474.0000,124.0000,-124.0000,0,2141.00,27.00,-27.00,0,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596.00,50.00,-50.00,0,1.130000,0.020000,-0.020000,0,0.900000,0.050000,-0.050000,0,-0.0700,0.0600,-0.0600,0,[Fe/H],4.400000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,49.1781240,+15d39m22.88s,15.6563542,63.67960000,0.28630000,-0.28380000,8.7600000,0.0120000,-0.0120000,7.1160000,0.0240000,-0.0240000,8.5908900,0.0002720,-0.0002720,2022-11-29,2022-11,2022-11-29
HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.44100800000,0.00001100000,-0.00001100000,0,0.0629000000,0.0011000000,-0.0011000000,0,2.25000000,0.12000000,-0.10000000,0,0.20073190,0.01070570,-0.00892142,0,6.10000000,1.60000000,-1.60000000,0,0.01919275,0.00503416,-0.00503416,0,Mass,0.231000,0.042000,-0.049000,0,72.9000,8.5000,-7.5000,0,743.00,26.00,-26.00,0,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819.00,94.00,-94.00,0,0.769000,0.026000,-0.026000,0,0.800000,0.040000,-0.040000,0,0.0950,0.0380,-0.0380,0,[Fe/H],4.507000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.60600000,0.01790000,-0.01790000,8.2300000,0.0300000,-0.0300000,5.9670000,0.0260000,-0.0260000,7.9725500,0.0005140,-0.0005140,2023-05-26,2023-05,2023-05-26
HD 207897 b,HD 207897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.20166000000,0.00001600000,-0.00001600000,0,0.1170000000,0.0020000000,-0.0020000000,0,2.34302132,0.12364600,-0.09173373,0,0.20903072,0.01103098,-0.00818395,0,14.80000000,1.50000000,-1.40000000,0,0.04656601,0.00471953,-0.00440489,0,Mass,0.000000,,,0,,,,,581.75,14.65,-12.55,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5106.00,67.00,-63.00,0,0.782700,0.032900,-0.026400,0,0.820800,0.022600,-0.025300,0,-0.0300,0.0600,-0.0590,0,[Fe/H],4.562000,0.030000,-0.043000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.29380000,0.03120000,-0.03120000,8.3700000,0.0300000,-0.0300000,6.3120000,0.0260000,-0.0260000,8.1303700,0.0003570,-0.0003570,2024-07-22,2024-06,2024-07-22
HD 213885 b,HD 213885,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,1.00803500000,0.00002100000,-0.00002000000,0,0.0201200000,0.0001500000,-0.0001200000,0,1.74500000,0.05100000,-0.05200000,0,0.15567847,0.00454992,-0.00463913,0,8.83000000,0.66000000,-0.65000000,0,0.02778215,0.00207658,-0.00204512,0,Mass,0.000000,,,0,,,,,2128.00,13.00,-14.00,0,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,G,5978.00,50.00,-50.00,0,1.101100,0.008000,-0.007500,0,1.068000,0.020000,-0.018000,0,-0.0400,0.0300,-0.0300,0,[Fe/H],4.382700,0.009500,-0.009700,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m56.09s,338.9837166,-59d51m53.38s,-59.8648290,48.08830000,0.09910000,-0.09870000,7.9500000,0.0300000,-0.0300000,6.4190000,0.0240000,-0.0240000,7.8017300,0.0002470,-0.0002470,2019-12-02,2020-01,2019-12-05
HD 21520 b,HD 21520,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,25.12920000000,0.00008900000,-0.00007300000,0,0.1726000000,0.0071000000,-0.0071000000,0,2.69700000,0.09000000,-0.09000000,0,0.24061064,0.00802928,-0.00802928,0,17.70000000,,,1,0.05569043,,,1,Mass,0.000000,,,0,,,,,637.00,13.00,-12.00,0,0,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,,5871.00,62.00,-62.00,0,1.044000,0.024000,-0.024000,0,1.090000,0.070000,-0.070000,0,0.0490,0.0420,-0.0420,0,[Fe/H],4.420000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h26m33.68s,51.6403449,-43d36m49.19s,-43.6136649,79.20800000,0.15980000,-0.15920000,9.1700000,0.0300000,-0.0300000,7.7070000,0.0160000,-0.0160000,9.0179600,0.0001810,-0.0001810,2024-09-13,2024-09,2024-09-13
HD 21749 c,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,7.78993000000,0.00051000000,-0.00044000000,0,0.0695000000,0.0021000000,-0.0023000000,0,0.89200000,0.06400000,-0.05800000,0,0.07957891,0.00570970,-0.00517441,0,3.70000000,,,1,0.01164144,,,1,Mass,,,,,,,,,701.00,25.00,-23.00,0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.00,100.00,-100.00,0,0.695000,0.030000,-0.030000,0,0.730000,0.070000,-0.070000,0,0.0030,0.0600,-0.0600,0,[Fe/H],4.613000,0.052000,-0.061000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660,16.32000000,0.00710000,-0.00710000,8.0800000,0.0300000,-0.0300000,5.3750000,0.0240000,-0.0240000,7.6790600,0.0002600,-0.0002600,2019-04-22,2019-04,2019-04-25
HD 219666 b,HD 219666,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURPHY_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..286M/abstract target=ref>Murphy et al. 2025</a>,6.03446800000,0.00000400000,-0.00000400000,0,,,,,4.89800000,0.06000000,-0.06000000,0,0.43700000,0.00600000,-0.00600000,0,17.60000000,1.20000000,-1.20000000,0,0.05500000,0.00300000,-0.00300000,0,Mass,0.050000,0.040000,-0.040000,0,,,,,1076.00,22.00,-22.00,0,0,<a refstr=MURPHY_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..286M/abstract target=ref>Murphy et al. 2025</a>,,5540.00,63.00,-63.00,0,1.059000,0.008000,-0.008000,0,1.020000,0.100000,-0.100000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m14.22s,349.5592665,-56d54m14.35s,-56.9039857,94.17190000,0.25180000,-0.25060000,9.8090000,0.0030000,-0.0030000,8.1580000,0.0330000,-0.0330000,9.6495600,0.0002190,-0.0002190,2025-06-04,2025-06,2025-06-04
HD 221416 b,HD 221416,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,14.27670000000,0.00370000000,-0.00370000000,0,0.1228000000,0.0025000000,-0.0026000000,0,9.17000000,0.34000000,-0.31000000,0,0.83600000,0.03100000,-0.02800000,0,60.50000000,5.70000000,-5.70000000,0,0.19000000,0.01800000,-0.01800000,0,Mass,0.115000,0.034000,-0.030000,0,,,,,,,,,0,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,,5080.00,90.00,-90.00,0,2.943000,0.064000,-0.064000,0,1.212000,0.074000,-0.074000,0,-0.0800,0.0800,-0.0800,0,[Fe/H],3.584000,0.010000,-0.010000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m07.96s,353.0331863,-21d48m04.32s,-21.8012007,95.54830000,0.73640000,-0.72540000,8.1500000,0.0300000,-0.0300000,6.0430000,0.0230000,-0.0230000,7.9077600,0.0006380,-0.0006380,2019-04-16,2019-06,2019-04-18
HD 22946 d,HD 22946,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,47.42489000000,0.00010000000,-0.00011000000,0,0.2958000000,0.0044000000,-0.0042000000,0,2.60700000,0.06000000,-0.06000000,0,0.23258136,0.00535285,-0.00535285,0,26.57000000,,,1,0.08359857,,,1,Mass,,,,,18.5610,0.8935,-0.8699,0,546.00,6.00,-6.00,0,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,,6169.00,64.00,-64.00,0,1.117000,0.009000,-0.009000,0,1.098000,0.040000,-0.039000,0,-0.0800,0.0400,-0.0400,0,[Fe/H],4.470000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.8195380,-42d45m46.90s,-42.7630276,62.77920000,0.11610000,-0.11560000,8.2700010,0.0300000,-0.0300000,6.9810000,0.0290000,-0.0290000,8.1281000,0.0002980,-0.0002980,2023-07-10,2023-06,2023-07-10
HD 23472 b,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,17.66708700000,0.00004200000,-0.00004200000,0,0.1162000000,0.0018000000,-0.0018000000,0,2.00000000,0.11000000,-0.10000000,0,0.17842836,0.00981356,-0.00892142,0,8.32000000,0.78000000,-0.79000000,0,0.02617765,0.00245415,-0.00248562,0,Mass,0.072000,0.039000,-0.040000,0,16.0000,1.8000,-1.6000,0,543.00,18.00,-18.00,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],4.530000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.03410000,0.04010000,-0.04000000,9.7300000,0.0300000,-0.0300000,7.2070000,0.0230000,-0.0230000,9.3847600,0.0002270,-0.0002270,2022-10-03,2022-09,2022-10-03
HD 23472 c,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,29.79749000000,0.00013000000,-0.00014000000,0,0.1646000000,0.0024000000,-0.0024000000,0,1.87000000,0.12000000,-0.11000000,0,0.16683051,0.01070570,-0.00981356,0,3.41000000,0.88000000,-0.81000000,0,0.01072906,0.00276879,-0.00254855,0,Mass,0.063000,0.054000,-0.043000,0,7.9600,0.8700,-0.7800,0,467.00,19.00,-18.00,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],4.530000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.03410000,0.04010000,-0.04000000,9.7300000,0.0300000,-0.0300000,7.2070000,0.0230000,-0.0230000,9.3847600,0.0002270,-0.0002270,2022-10-03,2022-09,2022-10-03
HD 23472 d,HD 23472,1,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,3.97664000000,0.00003000000,-0.00004400000,0,0.0429800000,0.0006300000,-0.0006500000,0,0.75000000,0.06700000,-0.05700000,0,0.06691063,0.00597735,-0.00508521,0,0.55000000,0.21000000,-0.20000000,0,0.00173049,0.00066073,-0.00062927,0,Mass,0.070000,0.050000,-0.047000,0,117.0000,13.0000,-11.0000,0,909.00,35.00,-32.00,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],4.530000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.03410000,0.04010000,-0.04000000,9.7300000,0.0300000,-0.0300000,7.2070000,0.0230000,-0.0230000,9.3847600,0.0002270,-0.0002270,2022-10-03,2022-09,2022-10-03
HD 23472 e,HD 23472,1,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,7.90754000000,0.00011000000,-0.00011000000,0,0.0680000000,0.0010000000,-0.0010000000,0,0.81800000,0.08000000,-0.06500000,0,0.07297720,0.00713713,-0.00579892,0,0.72000000,0.28000000,-0.27000000,0,0.00226537,0.00088098,-0.00084952,0,Mass,0.070000,0.052000,-0.047000,0,46.7000,5.1000,-4.6000,0,723.00,28.00,-25.00,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],4.530000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.03410000,0.04010000,-0.04000000,9.7300000,0.0300000,-0.0300000,7.2070000,0.0230000,-0.0230000,9.3847600,0.0002270,-0.0002270,2022-10-03,2022-09,2022-10-03
HD 23472 f,HD 23472,1,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,12.16218390000,0.00012000000,-0.00009900000,0,0.0906000000,0.0014000000,-0.0014000000,0,1.13700000,0.08400000,-0.07700000,0,0.10143652,0.00749399,-0.00686949,0,0.77000000,0.44000000,-0.40000000,0,0.00242269,0.00138439,-0.00125854,0,Mass,0.070000,0.048000,-0.051000,0,26.3000,2.9000,-2.6000,0,630.00,27.00,-23.00,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684.00,99.00,-99.00,0,0.710000,0.020000,-0.020000,0,0.670000,0.030000,-0.030000,0,-0.2000,0.0500,-0.0500,0,[Fe/H],4.530000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.03410000,0.04010000,-0.04000000,9.7300000,0.0300000,-0.0300000,7.2070000,0.0230000,-0.0230000,9.3847600,0.0002270,-0.0002270,2022-10-03,2022-09,2022-10-03
HD 235088 b,HD 235088,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NARDIELLO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..32N/abstract target=ref>Nardiello et al. 2025</a>,7.43413250000,0.00000420000,-0.00000440000,0,0.0706000000,0.0005400000,-0.0005500000,0,1.98200000,0.07200000,-0.06900000,0,0.17682250,0.00642342,-0.00615578,0,4.15000000,0.83000000,-0.83000000,0,0.01305736,0.00261147,-0.00261147,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=NARDIELLO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..32N/abstract target=ref>Nardiello et al. 2025</a>,K V,5075.00,75.00,-75.00,0,0.772000,0.029000,-0.029000,0,0.849000,0.009000,-0.009000,0,-0.0200,0.0300,-0.0300,0,[Fe/H],4.550000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h02m27.71s,300.6154535,+53d22m38.79s,53.3774418,41.17060000,0.04140000,-0.04140000,9.1900000,0.0300000,-0.0300000,7.0840000,0.0160000,-0.0160000,8.9427100,0.0003870,-0.0003870,2025-08-07,2025-01,2025-08-07
HD 25463 b,HD 25463,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.04914230000,0.00000950000,-0.00000950000,0,0.0760000000,0.0010000000,-0.0010000000,0,2.54535814,0.11171510,-0.08338345,0,0.22708203,0.00996657,-0.00743899,0,8.70000000,2.70000000,-2.60000000,0,0.02737326,0.00849515,-0.00818051,0,Mass,0.000000,,,0,,,,,1198.46,19.41,-17.84,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6353.00,85.00,-77.00,0,1.418200,0.024100,-0.023000,0,1.251000,0.024800,-0.022900,0,-0.0180,0.0540,-0.0620,0,[Fe/H],4.227000,0.019000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,45.61810000,0.12540000,-0.12470000,6.9113400,0.0230000,-0.0230000,5.7060000,0.0180000,-0.0180000,6.7761300,0.0002540,-0.0002540,2024-07-23,2024-06,2024-07-23
HD 25463 c,HD 25463,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.04405000000,0.00001000000,-0.00001000000,0,0.0443000000,0.0008000000,-0.0008000000,0,1.36354953,0.13045621,-0.09615242,0,0.12164795,0.01163854,-0.00857816,0,4.30000000,1.90000000,-1.90000000,0,0.01352931,0.00597807,-0.00597807,0,Mass,0.000000,,,0,,,,,1585.57,25.67,-23.61,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6353.00,85.00,-77.00,0,1.418200,0.024100,-0.023000,0,1.251000,0.024800,-0.022900,0,-0.0180,0.0540,-0.0620,0,[Fe/H],4.227000,0.019000,-0.014000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,45.61810000,0.12540000,-0.12470000,6.9113400,0.0230000,-0.0230000,5.7060000,0.0180000,-0.0180000,6.7761300,0.0002540,-0.0002540,2024-07-23,2024-06,2024-07-23
